anomaly_type,risk_level,pond_id,feed_date,feed_time,plan_amount_kg,actual_amount_kg,deviation_kg,deviation_pct,water_temp,water_do,water_ph,water_salinity,is_supplement,supplement_time,supplement_after_feed,review_status,reviewer,anomaly_detail,record_id,_source_file,operator,review_time,notes,计划编号,备注,feed_type,water_ammonia_nitrogen,water_nitrite,water_records,water_date_enriched,latest_supplement_time
投喂量偏差,低,P003,2026-05-26,08:15:00,58.4,50.0,-8.399999999999999,-14.38,24.7,5.9,7.4,25.5,False,,,未复核,,偏差 -14.4% (计划58.4kg / 实际50.0kg),REC000003,feed_records_june.json,张三,,,PL000003,,配合饲料B,0.44,0.069,1,,
投喂量偏差,低,P003,2026-05-27,08:15:00,20.4,22.7,2.3000000000000007,11.27,22.3,5.7,8.0,30.6,False,,,已复核,李场长,偏差 11.3% (计划20.4kg / 实际22.7kg),REC000013,feed_records_june.json,李四,2026-05-27 17:30:00,,PL000013,,配合饲料B,0.68,0.13,1,,
投喂量偏差,低,P003,2026-05-28,08:15:00,37.1,32.5,-4.600000000000001,-12.4,23.6,6.7,7.3,26.1,True,2026-05-29 18:00:00,True,已复核,李场长,偏差 -12.4% (计划37.1kg / 实际32.5kg),REC000023,feed_records_june.json,张三,2026-05-28 17:30:00,,PL000023,,配合饲料A,0.39,0.028,1,2026-05-28,2026-05-29 18:00:00
投喂量偏差,中,P003,2026-06-01,08:15:00,23.2,19.3,-3.8999999999999986,-16.81,27.3,4.5,7.8,28.6,False,,,已复核,李场长,偏差 -16.8% (计划23.2kg / 实际19.3kg),REC000063,feed_records_june.json,王五,2026-06-01 17:30:00,,PL000063,,配合饲料A,0.69,0.061,1,,
投喂量偏差,低,P003,2026-06-03,08:15:00,21.0,18.4,-2.6000000000000014,-12.38,22.8,6.0,8.1,27.8,False,,,已复核,李场长,偏差 -12.4% (计划21.0kg / 实际18.4kg),REC000083,feed_records_june.json,张三,2026-06-03 17:30:00,,PL000083,,生鲜饵料,0.19,0.043,1,,
投喂量偏差,高,P003,2026-06-05,08:15:00,52.6,68.9,16.300000000000004,30.99,18.5,8.1,7.9,26.7,False,,,已复核,李场长,偏差 31.0% (计划52.6kg / 实际68.9kg),REC000103,feed_records_june.json,张三,2026-06-05 17:30:00,,PL000103,,生鲜饵料,0.32,0.109,1,,
投喂量偏差,低,P003,2026-06-06,08:15:00,25.4,21.8,-3.599999999999998,-14.17,17.5,7.2,8.8,31.4,False,,,已复核,李场长,偏差 -14.2% (计划25.4kg / 实际21.8kg),REC000113,feed_records_june.json,张三,2026-06-06 17:30:00,,PL000113,,配合饲料B,0.41,0.048,1,,
投喂量偏差,低,P004,2026-05-26,08:15:00,51.7,58.6,6.899999999999999,13.35,22.2,8.1,8.6,31.0,False,,,已复核,李场长,偏差 13.3% (计划51.7kg / 实际58.6kg),REC000004,feed_records_june.json,李四,2026-05-26 17:30:00,,PL000004,,生鲜饵料,0.46,0.137,1,,
投喂量偏差,低,P004,2026-05-30,08:15:00,53.9,61.9,8.0,14.84,23.8,8.4,7.6,23.8,True,2026-05-31 18:00:00,True,已复核,李场长,偏差 14.8% (计划53.9kg / 实际61.9kg),REC000044,feed_records_june.json,王五,2026-05-30 17:30:00,,PL000044,,配合饲料B,0.17,0.136,1,2026-05-30,2026-05-31 18:00:00
投喂量偏差,高,P004,2026-06-01,08:15:00,54.2,73.1,18.89999999999999,34.87,28.2,7.0,8.2,29.0,True,2026-06-02 18:00:00,True,已复核,李场长,偏差 34.9% (计划54.2kg / 实际73.1kg),REC000064,feed_records_june.json,赵六,2026-06-01 17:30:00,,PL000064,,生鲜饵料,0.24,0.119,1,2026-06-01,2026-06-02 18:00:00
投喂量偏差,低,P004,2026-06-05,08:15:00,47.0,52.1,5.100000000000001,10.85,18.2,7.2,7.4,30.4,False,,,已复核,李场长,偏差 10.8% (计划47.0kg / 实际52.1kg),REC000104,feed_records_june.json,王五,2026-06-05 17:30:00,,PL000104,,生鲜饵料,0.62,0.13,1,,
投喂量偏差,低,P004,2026-06-06,08:15:00,22.3,25.5,3.1999999999999993,14.35,16.4,6.8,7.5,23.6,False,,,已复核,李场长,偏差 14.3% (计划22.3kg / 实际25.5kg),REC000114,feed_records_june.json,赵六,2026-06-06 17:30:00,,PL000114,,配合饲料A,0.74,0.078,1,,
投喂量偏差,低,P005,2026-05-26,08:15:00,44.2,48.8,4.599999999999994,10.41,24.5,5.8,8.3,25.8,False,,,已复核,李场长,偏差 10.4% (计划44.2kg / 实际48.8kg),REC000005,feed_records_june.json,张三,2026-05-26 17:30:00,,PL000005,,配合饲料A,0.68,0.08,1,,
投喂量偏差,低,P005,2026-05-30,08:15:00,30.3,33.5,3.1999999999999993,10.56,23.3,5.3,8.6,24.8,False,,,未复核,,偏差 10.6% (计划30.3kg / 实际33.5kg),REC000045,feed_records_june.json,赵六,,,PL000045,,配合饲料B,0.69,0.049,1,,
投喂量偏差,低,P005,2026-06-02,08:15:00,37.6,41.6,4.0,10.64,24.5,5.8,7.7,27.0,False,,,已复核,李场长,偏差 10.6% (计划37.6kg / 实际41.6kg),REC000075,feed_records_june.json,张三,2026-06-02 17:30:00,,PL000075,,配合饲料A,0.78,0.029,1,,
投喂量偏差,低,P005,2026-06-06,08:15:00,46.9,52.2,5.300000000000004,11.3,18.7,8.1,8.3,22.8,False,,,已复核,李场长,偏差 11.3% (计划46.9kg / 实际52.2kg),REC000115,feed_records_june.json,张三,2026-06-06 17:30:00,,PL000115,,生鲜饵料,0.72,0.065,1,,
投喂量偏差,低,P005,2026-06-08,08:15:00,79.5,71.3,-8.200000000000003,-10.31,24.9,6.2,8.0,25.2,False,,,已复核,李场长,偏差 -10.3% (计划79.5kg / 实际71.3kg),REC000135,feed_records_june.json,赵六,2026-06-08 17:30:00,,PL000135,,配合饲料A,0.25,0.032,1,,
投喂量偏差,低,P006,2026-05-27,08:15:00,64.5,56.8,-7.700000000000003,-11.94,25.6,5.7,7.8,31.9,False,,,已复核,李场长,偏差 -11.9% (计划64.5kg / 实际56.8kg),REC000016,feed_records_june.json,李四,2026-05-27 17:30:00,,PL000016,,配合饲料B,0.25,0.031,1,,
投喂量偏差,低,P006,2026-05-29,08:15:00,46.5,40.6,-5.899999999999999,-12.69,22.6,8.4,8.5,24.5,False,,,已复核,李场长,偏差 -12.7% (计划46.5kg / 实际40.6kg),REC000036,feed_records_june.json,张三,2026-05-29 17:30:00,,PL000036,,配合饲料B,0.77,0.098,1,,
投喂量偏差,中,P006,2026-06-03,08:15:00,26.2,20.5,-5.699999999999999,-21.76,22.2,7.4,7.7,31.3,False,,,已复核,李场长,偏差 -21.8% (计划26.2kg / 实际20.5kg),REC000086,feed_records_june.json,赵六,2026-06-03 17:30:00,,PL000086,,配合饲料B,0.3,0.101,1,,
投喂量偏差,中,P006,2026-06-05,08:15:00,69.5,54.4,-15.100000000000001,-21.73,16.8,7.3,8.3,22.4,False,,,未复核,,偏差 -21.7% (计划69.5kg / 实际54.4kg),REC000106,feed_records_june.json,李四,,,PL000106,,配合饲料B,0.76,0.037,1,,
投喂量偏差,低,P006,2026-06-08,08:15:00,78.1,67.3,-10.799999999999997,-13.83,24.2,8.4,8.0,28.9,False,,,已复核,李场长,偏差 -13.8% (计划78.1kg / 实际67.3kg),REC000136,feed_records_june.json,王五,2026-06-08 17:30:00,,PL000136,,配合饲料B,0.54,0.055,1,,
投喂量偏差,中,P007,2026-05-26,08:15:00,66.3,52.4,-13.899999999999999,-20.97,22.8,8.2,8.7,25.7,False,,,已复核,李场长,偏差 -21.0% (计划66.3kg / 实际52.4kg),REC000007,feed_records_june.json,王五,2026-05-26 17:30:00,,PL000007,,配合饲料A,0.66,0.054,1,,
投喂量偏差,中,P007,2026-05-28,08:15:00,76.0,89.2,13.200000000000003,17.37,25.1,5.4,7.7,27.2,False,,,已复核,李场长,偏差 17.4% (计划76.0kg / 实际89.2kg),REC000027,feed_records_june.json,王五,2026-05-28 17:30:00,,PL000027,,配合饲料B,0.4,0.093,1,,
投喂量偏差,低,P007,2026-05-31,08:15:00,69.7,77.0,7.299999999999997,10.47,28.9,4.6,7.7,31.2,False,,,未复核,,偏差 10.5% (计划69.7kg / 实际77.0kg),REC000057,feed_records_june.json,张三,,,PL000057,,生鲜饵料,0.56,0.116,1,,
投喂量偏差,低,P007,2026-06-02,08:15:00,55.3,47.7,-7.599999999999994,-13.74,24.5,7.9,8.4,30.8,False,,,已复核,李场长,偏差 -13.7% (计划55.3kg / 实际47.7kg),REC000077,feed_records_june.json,李四,2026-06-02 17:30:00,,PL000077,,配合饲料A,0.44,0.123,1,,
投喂量偏差,低,P007,2026-06-03,08:15:00,43.1,48.0,4.899999999999999,11.37,22.3,8.4,7.9,28.8,False,,,已复核,李场长,偏差 11.4% (计划43.1kg / 实际48.0kg),REC000087,feed_records_june.json,李四,2026-06-03 17:30:00,,PL000087,,配合饲料B,0.2,0.102,1,,
投喂量偏差,低,P007,2026-06-05,08:15:00,46.3,40.1,-6.199999999999996,-13.39,18.6,7.0,7.7,26.2,False,,,未复核,,偏差 -13.4% (计划46.3kg / 实际40.1kg),REC000107,feed_records_june.json,赵六,,,PL000107,,配合饲料B,0.68,0.115,1,,
投喂量偏差,低,P007,2026-06-06,08:15:00,59.1,52.8,-6.300000000000004,-10.66,16.4,4.6,7.8,28.9,False,,,未复核,,偏差 -10.7% (计划59.1kg / 实际52.8kg),REC000117,feed_records_june.json,张三,,,PL000117,,生鲜饵料,0.74,0.024,1,,
投喂量偏差,低,P008,2026-05-26,08:15:00,29.5,33.3,3.799999999999997,12.88,24.4,8.5,8.1,25.5,True,2026-05-27 18:00:00,True,已复核,李场长,偏差 12.9% (计划29.5kg / 实际33.3kg),REC000008,feed_records_june.json,李四,2026-05-26 17:30:00,,PL000008,,配合饲料A,0.6,0.065,1,2026-05-26,2026-05-27 18:00:00
投喂量偏差,低,P008,2026-05-30,08:15:00,24.6,21.2,-3.400000000000002,-13.82,23.9,5.2,7.7,30.7,False,,,未复核,,偏差 -13.8% (计划24.6kg / 实际21.2kg),REC000048,feed_records_june.json,李四,,,PL000048,,生鲜饵料,0.63,0.126,1,,
投喂量偏差,低,P008,2026-06-01,08:15:00,34.1,38.8,4.699999999999996,13.78,30.2,7.0,8.7,28.6,True,2026-06-02 18:00:00,True,已复核,李场长,偏差 13.8% (计划34.1kg / 实际38.8kg),REC000068,feed_records_june.json,赵六,2026-06-01 17:30:00,,PL000068,,配合饲料A,0.28,0.116,1,2026-06-01,2026-06-02 18:00:00
投喂量偏差,低,P008,2026-06-02,08:15:00,77.4,67.8,-9.600000000000009,-12.4,24.1,5.9,8.0,25.8,False,,,未复核,,偏差 -12.4% (计划77.4kg / 实际67.8kg),REC000078,feed_records_june.json,赵六,,,PL000078,,配合饲料B,0.12,0.034,1,,
投喂量偏差,低,P008,2026-06-07,08:15:00,37.9,42.3,4.399999999999999,11.61,24.4,7.2,7.2,31.7,False,,,已复核,李场长,偏差 11.6% (计划37.9kg / 实际42.3kg),REC000128,feed_records_june.json,王五,2026-06-07 17:30:00,,PL000128,,配合饲料B,0.35,0.14,1,,
投喂量偏差,低,P009,2026-05-28,08:15:00,57.6,51.0,-6.600000000000001,-11.46,23.4,6.3,8.3,28.1,False,,,已复核,李场长,偏差 -11.5% (计划57.6kg / 实际51.0kg),REC000029,feed_records_june.json,张三,2026-05-28 17:30:00,,PL000029,,生鲜饵料,0.29,0.117,1,,
投喂量偏差,中,P009,2026-05-29,08:15:00,25.5,18.7,-6.800000000000001,-26.67,23.3,6.4,7.9,27.5,False,,,已复核,李场长,偏差 -26.7% (计划25.5kg / 实际18.7kg),REC000039,feed_records_june.json,张三,2026-05-29 17:30:00,,PL000039,,配合饲料B,0.62,0.071,1,,
投喂量偏差,低,P009,2026-05-31,08:15:00,74.0,82.0,8.0,10.81,31.2,7.5,8.7,31.0,False,,,已复核,李场长,偏差 10.8% (计划74.0kg / 实际82.0kg),REC000059,feed_records_june.json,李四,2026-05-31 17:30:00,,PL000059,,配合饲料A,0.72,0.118,1,,
投喂量偏差,低,P009,2026-06-02,08:15:00,54.1,61.4,7.299999999999997,13.49,25.6,5.4,8.1,31.0,False,,,已复核,李场长,偏差 13.5% (计划54.1kg / 实际61.4kg),REC000079,feed_records_june.json,王五,2026-06-02 17:30:00,,PL000079,,生鲜饵料,0.25,0.03,1,,
投喂量偏差,低,P009,2026-06-03,08:15:00,50.6,56.7,6.100000000000001,12.06,23.1,5.5,8.2,25.7,False,,,未复核,,偏差 12.1% (计划50.6kg / 实际56.7kg),REC000089,feed_records_june.json,赵六,,,PL000089,,生鲜饵料,0.55,0.019,1,,
投喂量偏差,高,P009,2026-06-04,08:15:00,70.8,49.0,-21.799999999999997,-30.79,24.1,7.4,7.5,26.2,False,,,已复核,李场长,偏差 -30.8% (计划70.8kg / 实际49.0kg),REC000099,feed_records_june.json,王五,2026-06-04 17:30:00,,PL000099,,配合饲料B,0.31,0.117,1,,
投喂量偏差,低,P009,2026-06-07,08:15:00,66.0,58.1,-7.899999999999999,-11.97,25.6,5.1,7.5,27.6,True,2026-06-08 18:00:00,True,已复核,李场长,偏差 -12.0% (计划66.0kg / 实际58.1kg),REC000129,feed_records_june.json,张三,2026-06-07 17:30:00,,PL000129,,配合饲料B,0.6,0.027,1,2026-06-07,2026-06-08 18:00:00
投喂量偏差,低,P010,2026-05-30,08:15:00,59.5,67.2,7.700000000000003,12.94,23.7,7.1,8.7,25.1,False,,,未复核,,偏差 12.9% (计划59.5kg / 实际67.2kg),REC000050,feed_records_june.json,张三,,,PL000050,,配合饲料B,0.16,0.135,1,,
投喂量偏差,低,P010,2026-06-04,08:15:00,40.8,46.1,5.300000000000004,12.99,22.9,8.4,8.1,26.4,False,,,已复核,李场长,偏差 13.0% (计划40.8kg / 实际46.1kg),REC000100,feed_records_june.json,赵六,2026-06-04 17:30:00,,PL000100,,配合饲料B,0.25,0.022,1,,
投喂量偏差,低,P010,2026-06-05,08:15:00,49.8,42.5,-7.299999999999997,-14.66,16.4,8.5,8.5,23.8,False,,,已复核,李场长,偏差 -14.7% (计划49.8kg / 实际42.5kg),REC000110,feed_records_june.json,王五,2026-06-05 17:30:00,,PL000110,,生鲜饵料,0.21,0.055,1,,
投喂量偏差,低,P010,2026-06-07,08:15:00,42.7,48.1,5.399999999999999,12.65,23.6,4.7,8.7,26.4,False,,,未复核,,偏差 12.7% (计划42.7kg / 实际48.1kg),REC000130,feed_records_june.json,李四,,,PL000130,,配合饲料B,0.71,0.13,1,,
投喂量偏差,低,P010,2026-06-08,08:15:00,53.9,47.1,-6.799999999999997,-12.62,23.3,5.4,7.6,29.7,False,,,已复核,李场长,偏差 -12.6% (计划53.9kg / 实际47.1kg),REC000140,feed_records_june.json,李四,2026-06-08 17:30:00,,PL000140,,配合饲料B,0.21,0.094,1,,
